,property_type,sector,price,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
709,flat,sector 89,0.42,2.0,2.0,2,Medium Floor,Relatively New,765.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
710,flat,sector 102,1.78,3.0,4.0,3+,Medium Floor,Moderately Old,1737.0,0.0,1.0,0.0,0.0,0.0,0.0,High
711,flat,sohna road,0.25,2.0,2.0,1, Low Floor,Relatively New,587.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
712,flat,sector 106,1.25,3.0,4.0,3+,Medium Floor,Relatively New,1186.0,0.0,1.0,0.0,0.0,0.0,0.0,High
713,flat,sector 109,1.26,3.0,2.0,3,Medium Floor,Relatively New,1691.0,0.0,0.0,0.0,0.0,0.0,0.0,High
714,flat,sector 54,1.59,3.0,3.0,3+,Medium Floor,Moderately Old,2250.0,1.0,0.0,0.0,0.0,0.0,1.0,High
715,flat,sector 83,1.8,3.0,4.0,3,Medium Floor,Relatively New,1662.0,1.0,1.0,1.0,1.0,0.0,1.0,High
716,house,sector 14,6.46,5.0,5.0,2,Medium Floor,Moderately Old,3420.0,1.0,1.0,0.0,1.0,0.0,1.0,Low
717,flat,sector 79,1.3,2.0,2.0,2,Medium Floor,Relatively New,1322.0,1.0,0.0,0.0,0.0,0.0,1.0,High
718,flat,sector 84,1.5,3.0,3.0,3, Low Floor,New Property,2003.0,0.0,1.0,0.0,0.0,0.0,0.0,High
719,house,sector 105,1.2,4.0,4.0,1, Low Floor,Moderately Old,900.0,0.0,0.0,0.0,0.0,1.0,0.0,Low
720,flat,sector 63a,2.2,2.0,3.0,3+,Medium Floor,Under Construction,1066.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
721,flat,sector 67a,0.6,2.0,2.0,2,High Floor,New Property,630.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
722,flat,sector 58,3.8,3.0,4.0,1,High Floor,Moderately Old,2164.0,0.0,1.0,0.0,0.0,0.0,1.0,High
723,flat,sector 70,0.99,3.0,4.0,2,High Floor,Under Construction,1408.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
724,flat,sector 79,1.3,3.0,3.0,2,Medium Floor,Relatively New,1292.0,1.0,0.0,0.0,1.0,0.0,0.0,High
725,flat,sector 51,0.71,2.0,2.0,1,Medium Floor,Relatively New,1176.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
726,flat,sector 37d,1.0,3.0,3.0,3+,High Floor,Moderately Old,1592.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
727,flat,sector 61,1.6,2.0,2.0,2,Medium Floor,New Property,1493.0,1.0,0.0,0.0,0.0,1.0,0.0,Low
728,flat,sector 88a,1.29,3.0,3.0,3,Medium Floor,New Property,1789.0,1.0,0.0,0.0,0.0,1.0,0.0,Medium
729,flat,sector 68,1.0,2.0,2.0,2,High Floor,New Property,1532.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
730,house,sector 8,0.82,2.0,4.0,0, Low Floor,Old Property,1041.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
731,flat,sector 104,2.45,3.0,4.0,3+,High Floor,Relatively New,2296.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium
732,flat,sector 83,1.76,3.0,3.0,3,Medium Floor,Relatively New,1500.0,0.0,1.0,0.0,0.0,0.0,1.0,High
733,flat,sector 74,1.6,2.0,2.0,2,High Floor,New Property,1265.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
734,flat,sector 109,0.79,3.0,2.0,2,Medium Floor,Relatively New,1302.0,0.0,0.0,0.0,0.0,0.0,1.0,Low
735,flat,sector 86,1.3,4.0,6.0,2,High Floor,New Property,2506.0,0.0,1.0,0.0,0.0,1.0,0.0,Medium
736,flat,sector 74,2.25,3.0,3.0,3,Medium Floor,Relatively New,1900.0,1.0,0.0,0.0,0.0,0.0,0.0,High
737,flat,sohna road,0.65,2.0,2.0,3, Low Floor,New Property,822.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
738,flat,sector 81,0.75,2.0,2.0,2,Medium Floor,Moderately Old,1632.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
739,flat,sector 69,3.1,4.0,6.0,3+,High Floor,Relatively New,3042.0,0.0,1.0,0.0,1.0,0.0,0.0,High
740,flat,sector 72,4.1,3.0,3.0,3,Medium Floor,Moderately Old,2294.0,0.0,1.0,0.0,0.0,0.0,0.0,Low
741,flat,sector 102,1.98,3.0,3.0,3+,Medium Floor,Relatively New,2596.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium
742,flat,sector 65,2.44,3.0,3.0,2,Medium Floor,Under Construction,1644.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
743,flat,sector 12,0.72,2.0,2.0,1, Low Floor,Relatively New,1285.0,0.0,0.0,0.0,0.0,1.0,1.0,Low
744,flat,sector 66,2.99,3.0,3.0,3,Medium Floor,Relatively New,2000.0,0.0,1.0,0.0,0.0,0.0,1.0,Low
745,flat,sector 37d,1.49,3.0,3.0,3,High Floor,Relatively New,1849.0,0.0,0.0,0.0,0.0,1.0,0.0,Low
746,flat,sector 69,2.6,4.0,4.0,3+,Medium Floor,Moderately Old,2159.0,0.0,1.0,0.0,0.0,0.0,0.0,Low
747,flat,sector 65,2.0,3.0,3.0,3, Low Floor,Relatively New,2142.0,0.0,1.0,0.0,0.0,0.0,1.0,High
748,flat,sector 37,0.4,2.0,2.0,2,Medium Floor,New Property,779.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
749,flat,sector 90,0.92,3.0,3.0,2,Medium Floor,Relatively New,2531.0,1.0,0.0,0.0,0.0,0.0,1.0,Low
750,flat,gwal pahari,1.53,3.0,3.0,3, Low Floor,New Property,1856.0,0.0,0.0,0.0,0.0,0.0,1.0,High
751,flat,sector 106,0.88,2.0,2.0,3+,Medium Floor,Relatively New,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
752,flat,sector 102,1.9,3.0,3.0,3+, Low Floor,Relatively New,2500.0,0.0,1.0,0.0,0.0,0.0,0.0,High
753,flat,sector 93,0.4,2.0,2.0,0, Low Floor,Relatively New,730.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
754,flat,sector 67,3.05,3.0,4.0,2,High Floor,Relatively New,2200.0,1.0,1.0,0.0,0.0,0.0,1.0,High
755,flat,sector 74,1.6,2.0,2.0,2,High Floor,Relatively New,1630.0,0.0,0.0,0.0,0.0,0.0,1.0,High
756,house,sector 54,3.51,4.0,4.0,3,Medium Floor,New Property,2844.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium
757,house,sector 10,3.6,3.0,4.0,3,Medium Floor,Moderately Old,1836.0,0.0,0.0,0.0,1.0,0.0,1.0,Low
758,flat,sector 107,1.02,2.0,2.0,3,Medium Floor,Relatively New,1380.0,1.0,0.0,0.0,0.0,0.0,0.0,High
759,flat,sector 81,0.95,2.0,2.0,2,High Floor,Relatively New,1260.0,0.0,0.0,0.0,0.0,0.0,1.0,High
760,flat,sohna road,0.55,2.0,2.0,3,Medium Floor,Relatively New,1067.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
761,flat,sector 89,1.25,3.0,3.0,3, Low Floor,Under Construction,1280.0,0.0,0.0,0.0,1.0,0.0,0.0,Low
762,house,sector 4,0.92,1.0,4.0,3,Medium Floor,Moderately Old,603.0,0.0,0.0,0.0,0.0,1.0,0.0,Low
763,flat,sector 90,0.65,2.0,2.0,3,Medium Floor,Relatively New,1214.0,1.0,0.0,0.0,0.0,0.0,0.0,High
764,flat,sector 54,1.5,3.0,3.0,3+,Medium Floor,Moderately Old,1700.0,0.0,0.0,0.0,1.0,0.0,1.0,Medium
765,flat,sohna road,0.22,1.0,1.0,1, Low Floor,New Property,909.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
766,flat,sector 104,0.82,2.0,2.0,3,High Floor,Relatively New,100.0,1.0,0.0,0.0,0.0,0.0,0.0,High
767,flat,sector 109,2.95,4.0,4.0,3+,Medium Floor,Relatively New,3150.0,0.0,1.0,1.0,0.0,0.0,1.0,High
768,flat,sector 86,0.87,2.0,2.0,1,High Floor,New Property,1223.0,0.0,0.0,0.0,0.0,1.0,1.0,Low
769,flat,sector 65,2.3,3.0,4.0,3,Medium Floor,Relatively New,2142.0,1.0,1.0,1.0,1.0,0.0,2.0,High
770,flat,sector 65,2.33,2.0,2.0,3,High Floor,Under Construction,1134.0,0.0,0.0,0.0,0.0,0.0,1.0,Low
771,flat,sector 109,1.75,3.0,4.0,3+,Medium Floor,Relatively New,1934.0,0.0,1.0,0.0,0.0,0.0,0.0,High
772,flat,sector 102,1.39,3.0,3.0,3,Medium Floor,Relatively New,1484.0,0.0,1.0,0.0,0.0,0.0,1.0,Low
773,flat,gwal pahari,0.38,1.0,1.0,1,High Floor,Moderately Old,561.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
774,flat,sohna road,0.78,3.0,3.0,3,Medium Floor,Relatively New,1571.0,0.0,0.0,0.0,1.0,0.0,0.0,High
775,flat,sector 63,2.2,3.0,4.0,3+,Medium Floor,Moderately Old,1545.0,1.0,0.0,0.0,0.0,0.0,1.0,Medium
776,flat,sector 33,1.67,3.0,2.0,2,High Floor,Under Construction,2169.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
777,flat,sector 36,0.45,1.0,1.0,1,Medium Floor,Relatively New,450.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
778,flat,sector 50,2.35,3.0,3.0,3,Medium Floor,Moderately Old,1900.0,0.0,0.0,0.0,0.0,0.0,1.0,Low
779,flat,sector 48,2.0,3.0,3.0,0,High Floor,Relatively New,1912.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium
780,flat,gwal pahari,1.5,4.0,4.0,3+,Medium Floor,Old Property,2352.0,1.0,1.0,0.0,0.0,1.0,0.0,High
781,flat,sector 25,3.7,4.0,4.0,3,High Floor,Old Property,2726.0,0.0,1.0,0.0,0.0,0.0,1.0,Low
782,flat,sector 113,1.9,3.0,2.0,2,Medium Floor,Relatively New,1377.0,0.0,0.0,0.0,1.0,0.0,1.0,High
783,flat,sector 107,0.49,2.0,2.0,1,Medium Floor,Relatively New,598.0,0.0,0.0,0.0,0.0,1.0,2.0,Low
784,flat,gwal pahari,1.45,3.0,3.0,3,Medium Floor,Under Construction,1430.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
