,property_type,sector,price,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
1598,flat,sector 45,2.4,3.0,3.0,2, Low Floor,New Property,194.0,0.0,1.0,0.0,0.0,0.0,1.0,Low
1599,flat,sector 65,2.9,4.0,4.0,0, Low Floor,Relatively New,2564.0,0.0,0.0,1.0,0.0,0.0,0.0,Medium
1600,flat,sector 108,2.29,4.0,5.0,3+,Medium Floor,Relatively New,2779.0,0.0,1.0,0.0,0.0,0.0,1.0,High
1601,flat,sector 65,2.4,3.0,3.0,3,Medium Floor,Relatively New,1600.0,1.0,1.0,0.0,0.0,0.0,1.0,Low
1602,flat,sohna road,0.34,2.0,2.0,1, Low Floor,New Property,817.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1603,flat,sector 37,0.86,3.0,3.0,2, Low Floor,New Property,1583.0,0.0,0.0,0.0,0.0,1.0,0.0,Low
1604,flat,sector 61,1.6,2.0,2.0,2,High Floor,Relatively New,1791.0,0.0,1.0,0.0,0.0,0.0,0.0,High
1605,flat,sector 88,1.1,2.0,4.0,3+, Low Floor,Under Construction,1350.0,1.0,0.0,0.0,0.0,0.0,0.0,Medium
1606,flat,sector 60,3.05,3.0,3.0,3,Medium Floor,Relatively New,2300.0,0.0,1.0,0.0,0.0,0.0,1.0,High
1607,flat,sector 71,0.6,2.0,2.0,1,Medium Floor,Relatively New,603.0,0.0,0.0,0.0,1.0,0.0,0.0,Medium
1608,house,sector 9,3.5,9.0,9.0,3+,Medium Floor,Relatively New,2610.0,1.0,0.0,0.0,0.0,0.0,0.0,Low
1609,flat,sector 110,3.6,4.0,5.0,3,Medium Floor,Relatively New,3058.0,0.0,1.0,0.0,0.0,0.0,0.0,High
1610,flat,sector 70,1.6,3.0,5.0,3,Medium Floor,Relatively New,2531.0,0.0,1.0,0.0,0.0,0.0,0.0,High
1611,house,sector 10,1.7,2.0,1.0,2, Low Floor,Old Property,900.0,0.0,0.0,0.0,0.0,1.0,0.0,Low
1612,house,sector 12,1.7,1.0,1.0,1, Low Floor,Old Property,1800.0,0.0,1.0,0.0,0.0,0.0,0.0,Low
1613,flat,sector 81,2.35,3.0,3.0,3+,High Floor,Relatively New,1550.0,1.0,1.0,0.0,1.0,1.0,2.0,Low
1614,house,sector 109,7.0,5.0,6.0,2, Low Floor,Relatively New,5400.0,0.0,1.0,0.0,0.0,0.0,0.0,High
1615,flat,sector 95,0.19,1.0,1.0,1,High Floor,Relatively New,4170.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1616,flat,sector 63,3.35,3.0,3.0,3+,Medium Floor,New Property,2034.0,0.0,0.0,0.0,0.0,0.0,1.0,Low
1617,flat,sector 72,3.1,4.0,5.0,3+,Medium Floor,Moderately Old,3576.0,1.0,1.0,1.0,1.0,0.0,0.0,High
1618,flat,sector 106,1.1,3.0,4.0,3+,Medium Floor,Relatively New,1186.0,0.0,1.0,0.0,0.0,0.0,1.0,High
1619,flat,sector 102,2.5,4.0,5.0,3+,Medium Floor,Relatively New,2600.0,0.0,1.0,0.0,1.0,0.0,1.0,High
1620,flat,sector 49,2.09,3.0,3.0,3, Low Floor,Relatively New,1624.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1621,flat,sector 49,2.35,3.0,3.0,3,High Floor,Relatively New,2030.0,0.0,0.0,0.0,0.0,1.0,0.0,Low
1622,flat,sohna road,0.67,2.0,2.0,3,Medium Floor,Relatively New,1088.0,0.0,0.0,0.0,1.0,0.0,0.0,High
1623,flat,sector 89,1.0,2.0,2.0,3,Medium Floor,New Property,1441.0,1.0,0.0,0.0,0.0,1.0,0.0,High
1624,flat,sector 65,1.9,2.0,2.0,3,Medium Floor,Under Construction,1134.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
1625,flat,sohna road,0.7,3.0,3.0,3, Low Floor,Relatively New,1497.0,0.0,0.0,0.0,1.0,0.0,0.0,High
1626,flat,sector 37,0.78,2.0,2.0,3, Low Floor,Moderately Old,1068.1,0.0,0.0,0.0,0.0,0.0,1.0,High
1627,flat,sector 3,1.35,2.0,2.0,0,Medium Floor,Old Property,1056.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
1628,flat,gwal pahari,5.5,4.0,5.0,3+,High Floor,New Property,5217.0,1.0,1.0,0.0,1.0,0.0,0.0,High
1629,flat,sector 66,1.85,2.0,3.0,3,High Floor,Relatively New,1470.0,0.0,1.0,0.0,0.0,1.0,1.0,Medium
1630,flat,sector 79,0.95,2.0,2.0,3,Medium Floor,Relatively New,1882.0,0.0,0.0,0.0,0.0,0.0,1.0,High
1631,flat,sector 56,0.47,1.0,1.0,1,Medium Floor,Old Property,785.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium
1632,flat,sector 65,1.99,2.0,2.0,2,High Floor,Under Construction,1133.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1633,flat,sector 37,1.25,3.0,3.0,3,Medium Floor,Relatively New,1350.0,0.0,0.0,0.0,0.0,1.0,0.0,Low
1634,flat,sector 77,0.75,2.0,2.0,2,Medium Floor,Relatively New,1140.0,0.0,0.0,1.0,0.0,0.0,1.0,High
1635,house,sector 63a,3.85,3.0,3.0,3+,Medium Floor,New Property,3238.0,0.0,1.0,0.0,0.0,0.0,1.0,High
1636,flat,sector 90,0.96,3.0,4.0,3,Medium Floor,New Property,1687.0,0.0,1.0,0.0,0.0,0.0,0.0,High
1637,flat,sector 54,1.69,3.0,3.0,3+,Medium Floor,Old Property,1979.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium
1638,flat,sector 88a,1.45,3.0,3.0,3,High Floor,Relatively New,2329.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1639,house,sector 109,6.25,4.0,4.0,3+, Low Floor,Relatively New,5400.0,0.0,1.0,0.0,0.0,0.0,0.0,High
1640,flat,sohna road,0.26,2.0,2.0,2, Low Floor,Moderately Old,518.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1641,flat,sector 104,1.73,3.0,4.0,3+,High Floor,Relatively New,2060.0,0.0,1.0,0.0,0.0,0.0,0.0,High
1642,flat,sector 113,2.87,4.0,4.0,3+,Medium Floor,Under Construction,2983.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium
1643,flat,sector 111,2.65,3.0,4.0,2,Medium Floor,Relatively New,2262.0,0.0,1.0,0.0,0.0,0.0,1.0,High
1644,flat,sector 22,1.65,2.0,2.0,2,Medium Floor,Relatively New,1200.0,0.0,0.0,0.0,1.0,1.0,2.0,High
1645,flat,sector 90,1.2,3.0,3.0,3+,High Floor,Relatively New,1698.0,0.0,0.0,0.0,0.0,0.0,0.0,High
1646,flat,sector 81,4.5,4.0,6.0,3+,High Floor,Relatively New,3778.0,0.0,1.0,0.0,0.0,0.0,1.0,Low
1647,flat,sector 72,3.19,4.0,5.0,3+,High Floor,Relatively New,2361.0,0.0,1.0,0.0,0.0,0.0,1.0,High
1648,flat,sector 81,2.3,3.0,4.0,3+,High Floor,Relatively New,1997.0,0.0,1.0,0.0,0.0,0.0,2.0,High
1649,flat,sector 81,2.3,3.0,4.0,3+,High Floor,Relatively New,1967.0,0.0,1.0,0.0,0.0,0.0,1.0,High
1650,flat,sector 90,1.75,4.0,4.0,3+,High Floor,Relatively New,2453.0,0.0,1.0,0.0,1.0,0.0,0.0,Medium
1651,flat,sector 105,0.45,3.0,2.0,1, Low Floor,Relatively New,1233.0,0.0,0.0,0.0,0.0,0.0,1.0,Low
1652,flat,sector 49,2.55,3.0,4.0,3,Medium Floor,Relatively New,2060.0,1.0,0.0,0.0,0.0,0.0,1.0,Low
1653,flat,sector 48,3.45,3.0,3.0,3,High Floor,Moderately Old,1869.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1654,flat,sector 95,0.4,2.0,2.0,2,Medium Floor,New Property,667.0,0.0,0.0,0.0,0.0,0.0,1.0,Low
1655,flat,sector 81,2.21,3.0,3.0,3+,Medium Floor,Relatively New,2030.0,0.0,1.0,0.0,0.0,0.0,2.0,High
1656,flat,dwarka expressway,1.6,3.0,3.0,3, Low Floor,New Property,1519.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1657,flat,sector 95,0.4,3.0,2.0,2,Medium Floor,New Property,889.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1658,flat,sector 33,0.95,2.0,2.0,3+,Medium Floor,Under Construction,1246.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1659,house,sector 86,2.5,4.0,5.0,3+,Medium Floor,Moderately Old,3194.0,0.0,1.0,0.0,1.0,1.0,1.0,Low
1660,flat,sector 102,1.77,3.0,3.0,3, Low Floor,Relatively New,1643.0,0.0,0.0,0.0,0.0,0.0,0.0,High
1661,flat,sector 70,2.0,4.0,5.0,3+,Medium Floor,Moderately Old,2345.0,0.0,1.0,0.0,0.0,0.0,1.0,High
1662,flat,sector 79,1.85,3.0,4.0,3,High Floor,New Property,1633.0,0.0,1.0,0.0,1.0,0.0,0.0,Low
1663,flat,sector 95,0.56,2.0,2.0,2,Medium Floor,Relatively New,1227.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium
1664,flat,sector 50,3.0,3.0,3.0,3+,High Floor,Old Property,2343.0,0.0,1.0,0.0,0.0,0.0,1.0,High
1665,flat,sector 99,0.32,2.0,2.0,1, Low Floor,New Property,629.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1666,flat,sector 99,1.56,3.0,5.0,3,Medium Floor,New Property,1796.0,0.0,1.0,0.0,0.0,1.0,0.0,Low
1667,flat,sector 79,2.5,3.0,3.0,3+,Medium Floor,Relatively New,2244.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1668,flat,sector 110,0.22,2.0,1.0,1, Low Floor,Relatively New,540.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1669,flat,sohna road,0.3,2.0,2.0,2,Medium Floor,Relatively New,831.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1670,flat,sector 89,1.25,3.0,3.0,3,Medium Floor,New Property,1280.0,1.0,0.0,0.0,0.0,1.0,0.0,Medium
1671,house,sector 91,2.5,4.0,4.0,3+,Medium Floor,Moderately Old,3400.0,1.0,1.0,1.0,1.0,0.0,1.0,Medium
1672,flat,sector 43,2.35,3.0,3.0,2, Low Floor,Old Property,1654.0,0.0,0.0,1.0,0.0,0.0,1.0,High
1673,flat,sector 53,5.0,3.0,4.0,3,Medium Floor,Old Property,3765.0,0.0,1.0,0.0,0.0,0.0,1.0,Low
1674,flat,sector 113,2.35,3.0,3.0,3,High Floor,New Property,2210.0,0.0,1.0,0.0,0.0,0.0,0.0,High
1675,house,sector 7,0.9,2.0,4.0,3,Medium Floor,Old Property,900.0,0.0,1.0,0.0,0.0,1.0,1.0,Low
1676,flat,sector 83,1.35,3.0,3.0,3,Medium Floor,Relatively New,1485.0,0.0,1.0,0.0,0.0,0.0,0.0,Low
1677,flat,sector 70,1.8,3.0,4.0,3, Low Floor,New Property,1631.0,0.0,1.0,0.0,0.0,1.0,0.0,Low
1678,flat,sector 102,2.15,3.0,4.0,3,High Floor,Relatively New,1933.0,1.0,1.0,0.0,0.0,0.0,0.0,High
1679,flat,sector 68,0.9,2.0,2.0,2, Low Floor,New Property,1532.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1680,flat,sector 104,0.4,2.0,2.0,1,Medium Floor,Relatively New,511.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
1681,flat,sector 109,1.72,3.0,4.0,3+,Medium Floor,Relatively New,1797.0,0.0,1.0,0.0,0.0,0.0,0.0,High
1682,house,sector 4,0.4,1.0,1.0,1, Low Floor,Moderately Old,432.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1683,flat,sector 92,1.55,3.0,4.0,3,Medium Floor,Relatively New,1795.0,0.0,1.0,0.0,0.0,0.0,0.0,Low
1684,house,sector 50,3.99,4.0,5.0,3+,Medium Floor,New Property,4500.0,0.0,1.0,0.0,1.0,0.0,1.0,High
1685,flat,sector 81,2.3,3.0,4.0,3+,Medium Floor,Relatively New,2280.0,0.0,1.0,0.0,0.0,0.0,1.0,Low
1686,flat,sector 67,2.99,3.0,3.0,3,Medium Floor,Relatively New,2200.0,0.0,1.0,0.0,0.0,0.0,1.0,Low
1687,flat,sector 65,2.8,3.0,3.0,2,Medium Floor,Relatively New,1650.0,0.0,1.0,0.0,0.0,0.0,0.0,High
1688,flat,sector 52,5.0,5.0,5.0,3+, Low Floor,Moderately Old,5200.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1689,flat,sohna road,1.07,3.0,3.0,3+,Medium Floor,Relatively New,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,High
1690,flat,sector 81,1.45,3.0,2.0,3+,Medium Floor,Relatively New,1449.0,0.0,0.0,0.0,0.0,1.0,0.0,Low
1691,flat,sohna road,1.01,2.0,2.0,3,High Floor,Under Construction,1269.0,1.0,0.0,0.0,0.0,0.0,0.0,Medium
1692,flat,sector 48,1.6,3.0,3.0,3,High Floor,Old Property,1700.0,0.0,0.0,0.0,0.0,1.0,1.0,High
1693,house,sector 105,0.6,3.0,3.0,0,Medium Floor,Old Property,450.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1694,flat,sector 113,3.05,3.0,4.0,3,High Floor,New Property,2600.0,0.0,1.0,0.0,0.0,0.0,0.0,High
1695,flat,sector 66,3.98,3.0,4.0,3+, Low Floor,Moderately Old,2200.0,0.0,1.0,0.0,0.0,0.0,1.0,High
1696,flat,sector 69,1.75,3.0,4.0,2, Low Floor,Relatively New,2402.0,0.0,0.0,0.0,0.0,0.0,1.0,High
1697,flat,sector 62,6.5,4.0,4.0,3+,Medium Floor,Moderately Old,3901.0,1.0,0.0,0.0,0.0,0.0,0.0,Medium
1698,flat,sector 69,1.43,3.0,3.0,2, Low Floor,Relatively New,1419.0,0.0,0.0,0.0,1.0,0.0,0.0,High
1699,house,sector 6,0.4,4.0,2.0,2, Low Floor,Moderately Old,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1700,flat,sector 76,3.5,3.0,4.0,3,Medium Floor,Under Construction,2937.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1701,flat,sector 102,1.92,3.0,3.0,3,High Floor,Relatively New,2596.0,1.0,1.0,1.0,1.0,0.0,0.0,High
1702,flat,sector 9,0.75,3.0,3.0,3,Medium Floor,Old Property,1675.0,0.0,0.0,0.0,1.0,0.0,0.0,Low
1703,flat,sohna road,0.39,2.0,2.0,2,Medium Floor,Relatively New,720.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1704,flat,sohna road,0.54,2.0,2.0,2,Medium Floor,Relatively New,1097.0,0.0,0.0,0.0,1.0,0.0,0.0,High
1705,flat,sector 81,2.5,3.0,3.0,2,High Floor,Relatively New,1700.0,0.0,1.0,0.0,0.0,0.0,2.0,High
1706,flat,sector 3,1.25,2.0,2.0,3,High Floor,Under Construction,1242.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1707,flat,sector 9,1.5,4.0,3.0,3+,Medium Floor,Relatively New,2142.0,0.0,0.0,0.0,0.0,0.0,1.0,Low
1708,flat,sector 102,1.52,3.0,3.0,3,Medium Floor,Relatively New,1406.0,0.0,1.0,0.0,0.0,0.0,1.0,High
1709,flat,sector 83,0.83,2.0,2.0,2,High Floor,Relatively New,1154.0,0.0,0.0,0.0,1.0,0.0,0.0,High
1710,flat,sector 108,3.0,4.0,5.0,3+, Low Floor,Relatively New,2204.25,0.0,1.0,0.0,0.0,0.0,2.0,High
1711,flat,sector 92,0.95,4.0,5.0,3+,High Floor,Relatively New,1895.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1712,flat,sector 86,0.5,2.0,2.0,2,Medium Floor,Old Property,669.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1713,flat,sector 79,1.7,3.0,4.0,3+,Medium Floor,New Property,1757.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium
1714,flat,sector 92,0.5,2.0,2.0,3, Low Floor,Relatively New,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1715,flat,sector 102,2.6,3.0,3.0,3, Low Floor,Relatively New,2337.0,1.0,1.0,1.0,0.0,0.0,0.0,High
1716,flat,sector 102,1.4,3.0,3.0,3,Medium Floor,Relatively New,1521.0,0.0,1.0,0.0,0.0,0.0,0.0,Low
1717,flat,sector 102,2.5,4.0,5.0,3+,Medium Floor,Relatively New,2877.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium
1718,flat,sector 7,0.8,3.0,2.0,1,Medium Floor,Relatively New,1285.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium
1719,flat,sector 104,1.75,3.0,3.0,3, Low Floor,Under Construction,1519.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1720,flat,sector 59,5.8,3.0,4.0,3,High Floor,New Property,3927.0,0.0,1.0,0.0,0.0,0.0,1.0,Low
1721,flat,sector 49,2.0,4.0,3.0,3+,Medium Floor,Old Property,2477.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
1722,flat,sector 58,2.2,2.0,2.0,1,Medium Floor,Relatively New,1785.0,0.0,0.0,0.0,1.0,0.0,1.0,Low
1723,flat,sector 81,3.5,4.0,5.0,3+,Medium Floor,Relatively New,2775.0,0.0,1.0,0.0,0.0,0.0,2.0,High
1724,flat,manesar,1.6,4.0,6.0,3+,Medium Floor,Relatively New,3051.0,1.0,1.0,0.0,1.0,0.0,0.0,Low
1725,flat,sector 85,2.15,3.0,5.0,3, Low Floor,New Property,2166.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
1726,flat,sector 95,0.2,1.0,1.0,1,Medium Floor,Relatively New,475.0,0.0,0.0,0.0,1.0,0.0,0.0,Medium
1727,flat,sector 81,3.0,4.0,5.0,2,Medium Floor,Relatively New,2865.0,0.0,1.0,0.0,0.0,0.0,1.0,High
1728,flat,sohna road,0.58,2.0,2.0,2,Medium Floor,Relatively New,822.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
1729,flat,sector 65,2.85,3.0,3.0,3,High Floor,Under Construction,1828.0,0.0,0.0,0.0,0.0,0.0,1.0,High
1730,flat,sector 102,2.4,3.0,4.0,3+,Medium Floor,Relatively New,2523.0,1.0,0.0,0.0,0.0,0.0,1.0,Low
1731,flat,sector 72,6.5,4.0,4.0,3+, Low Floor,Relatively New,3823.0,1.0,1.0,0.0,1.0,0.0,0.0,Medium
1732,flat,sector 79,1.28,3.0,3.0,3,High Floor,Relatively New,1361.0,1.0,0.0,0.0,0.0,0.0,1.0,High
1733,flat,manesar,0.85,3.0,2.0,2,Medium Floor,Moderately Old,1499.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1734,flat,sector 110,4.25,5.0,5.0,3+,Medium Floor,Relatively New,3490.0,0.0,1.0,0.0,0.0,0.0,0.0,High
1735,flat,sector 103,0.8,2.0,2.0,3,Medium Floor,New Property,1089.0,0.0,0.0,0.0,1.0,0.0,0.0,High
1736,flat,sector 65,2.25,2.0,2.0,3,Medium Floor,Under Construction,1860.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1737,flat,sector 37d,0.8,2.0,2.0,2, Low Floor,Under Construction,855.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1738,flat,sector 59,4.02,3.0,3.0,1,Medium Floor,Under Construction,2979.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1739,flat,sector 103,2.4,4.0,6.0,3+,High Floor,Relatively New,2456.0,0.0,1.0,0.0,0.0,0.0,0.0,High
1740,flat,sector 83,1.12,3.0,3.0,2,High Floor,Moderately Old,1500.0,0.0,0.0,0.0,0.0,0.0,1.0,High
1741,flat,sector 84,1.05,4.0,4.0,3+,Medium Floor,New Property,1885.0,1.0,0.0,0.0,0.0,0.0,0.0,Medium
1742,flat,sector 56,1.7,3.0,2.0,3,Medium Floor,Old Property,1726.0,0.0,0.0,1.0,0.0,0.0,0.0,High
1743,flat,sector 85,2.1,4.0,4.0,3, Low Floor,Relatively New,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1744,flat,sector 24,4.25,3.0,4.0,3+,Medium Floor,Old Property,3488.0,0.0,1.0,0.0,1.0,0.0,1.0,High
1745,flat,sector 102,2.22,3.0,4.0,3+,High Floor,Relatively New,2000.0,1.0,1.0,0.0,0.0,0.0,0.0,Medium
1746,house,sector 11,3.08,6.0,4.0,2, Low Floor,Old Property,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1747,flat,sector 102,2.5,3.0,3.0,3,High Floor,Under Construction,1643.0,0.0,0.0,0.0,0.0,0.0,0.0,High
1748,flat,sector 70a,0.95,2.0,2.0,1,High Floor,New Property,930.0,0.0,0.0,0.0,0.0,0.0,1.0,High
1749,flat,sector 37,0.87,2.0,3.0,3+,Medium Floor,Relatively New,1300.0,1.0,0.0,0.0,0.0,0.0,0.0,High
1750,flat,sector 6,0.6,2.0,2.0,0, Low Floor,Relatively New,790.0,0.0,0.0,0.0,0.0,0.0,1.0,Low
1751,flat,sector 69,1.2,2.0,3.0,1, Low Floor,Relatively New,1214.0,0.0,0.0,0.0,0.0,0.0,0.0,High
1752,flat,sector 107,1.3,3.0,3.0,3+,Medium Floor,Relatively New,1554.0,0.0,0.0,0.0,1.0,0.0,1.0,High
1753,flat,sohna road,0.9,3.0,2.0,0, Low Floor,Under Construction,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
1754,flat,sector 65,2.36,3.0,3.0,3, Low Floor,Relatively New,1484.0,1.0,1.0,0.0,0.0,0.0,1.0,High
1755,flat,sector 33,1.3,2.0,2.0,2,Medium Floor,New Property,1088.0,1.0,0.0,0.0,0.0,0.0,0.0,Low
1756,flat,sector 33,0.4,2.0,2.0,2, Low Floor,Relatively New,720.0,0.0,0.0,0.0,0.0,0.0,2.0,Low
1757,flat,sector 37,0.9,3.0,3.0,3, Low Floor,Under Construction,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
1758,flat,sohna road,0.54,2.0,2.0,1, Low Floor,Relatively New,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1759,flat,sector 102,1.35,3.0,3.0,3,Medium Floor,Relatively New,1406.0,0.0,1.0,0.0,0.0,0.0,0.0,High
1760,flat,sector 85,1.5,4.0,5.0,3+,Medium Floor,New Property,2017.0,0.0,1.0,0.0,0.0,0.0,1.0,Low
1761,flat,sector 107,1.29,3.0,3.0,3+, Low Floor,Relatively New,1822.0,0.0,0.0,0.0,1.0,0.0,1.0,High
1762,house,sector 12,0.35,2.0,1.0,0,,Old Property,360.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1763,flat,sector 70,1.62,3.0,5.0,3,Medium Floor,Relatively New,1631.0,0.0,1.0,0.0,0.0,0.0,0.0,Low
1764,flat,sector 85,1.3,2.0,2.0,3+,Medium Floor,Relatively New,1602.0,0.0,0.0,1.0,0.0,0.0,0.0,High
1765,flat,sector 109,1.88,4.0,5.0,3,Medium Floor,Relatively New,2748.0,0.0,0.0,0.0,0.0,0.0,0.0,High
1766,flat,sector 109,1.7,3.0,3.0,3,High Floor,Relatively New,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
1767,flat,sector 85,2.15,4.0,5.0,3+, Low Floor,Relatively New,2529.0,0.0,1.0,0.0,0.0,0.0,0.0,High
1768,flat,sector 68,1.45,3.0,2.0,3+,Medium Floor,New Property,1357.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1769,flat,sector 86,0.78,2.0,2.0,2,Medium Floor,New Property,1360.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
1770,flat,sector 92,0.62,2.0,2.0,2,Medium Floor,New Property,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1771,flat,sector 106,1.4,4.0,6.0,3+,Medium Floor,Relatively New,1535.0,0.0,1.0,0.0,0.0,0.0,0.0,High
1772,flat,sector 49,0.94,1.0,2.0,2, Low Floor,Moderately Old,871.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1773,flat,sector 109,2.0,4.0,4.0,2,High Floor,Relatively New,2366.0,0.0,1.0,0.0,1.0,0.0,0.0,Medium
1774,flat,gwal pahari,7.0,4.0,4.0,3+,Medium Floor,Relatively New,5397.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium
1775,flat,sector 49,0.8,1.0,1.0,1, Low Floor,Moderately Old,720.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1776,flat,sector 84,1.48,3.0,3.0,2, Low Floor,New Property,1739.0,0.0,1.0,1.0,0.0,0.0,1.0,High
1777,house,sector 72,8.6,4.0,5.0,3+,Medium Floor,Relatively New,7000.0,0.0,0.0,0.0,0.0,0.0,1.0,Low
1778,flat,sector 110,3.45,4.0,4.0,3,Medium Floor,Moderately Old,3058.0,0.0,1.0,0.0,0.0,0.0,1.0,High
1779,flat,sector 90,1.8,4.0,4.0,3+,Medium Floor,Moderately Old,1992.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1780,flat,sector 85,1.49,4.0,5.0,3+,Medium Floor,Relatively New,2017.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium
1781,flat,sohna road,0.88,2.0,2.0,2,High Floor,Relatively New,1087.0,0.0,0.0,0.0,0.0,0.0,2.0,High
1782,house,sector 14,7.5,3.0,3.0,2, Low Floor,Old Property,4518.0,1.0,1.0,0.0,1.0,0.0,1.0,Low
1783,house,sector 70a,4.0,4.0,4.0,3+, Low Floor,Relatively New,6000.0,0.0,1.0,0.0,0.0,0.0,0.0,High
1784,flat,sector 86,1.25,2.0,2.0,3,High Floor,Moderately Old,1331.0,1.0,0.0,0.0,0.0,0.0,0.0,Low
1785,flat,sector 43,2.5,4.0,4.0,3+, Low Floor,Relatively New,2384.0,0.0,0.0,0.0,0.0,0.0,1.0,High
1786,flat,sohna road,0.78,3.0,3.0,3, Low Floor,Relatively New,1571.0,0.0,0.0,0.0,1.0,0.0,0.0,High
1787,flat,sohna road,0.68,2.0,2.0,2,Medium Floor,New Property,1070.0,0.0,0.0,0.0,0.0,0.0,0.0,High
1788,flat,sohna road,0.75,2.0,2.0,2,Medium Floor,Moderately Old,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
1789,flat,sector 89,1.13,3.0,3.0,2,Medium Floor,Under Construction,1721.0,1.0,0.0,0.0,0.0,0.0,0.0,High
1790,flat,sector 104,0.98,3.0,3.0,3,High Floor,Relatively New,1482.0,0.0,0.0,0.0,0.0,1.0,0.0,Medium
1791,flat,sector 90,1.29,3.0,3.0,3,Medium Floor,Relatively New,1540.0,1.0,0.0,0.0,0.0,0.0,0.0,High
1792,flat,sohna road,0.3,2.0,2.0,2,Medium Floor,Relatively New,567.0,0.0,0.0,0.0,0.0,0.0,2.0,High
1793,flat,sector 84,2.24,4.0,4.0,3,High Floor,Relatively New,3427.0,0.0,1.0,0.0,0.0,0.0,0.0,Low
1794,flat,sector 33,2.15,3.0,3.0,3+, Low Floor,New Property,1430.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1795,flat,sector 104,2.52,4.0,4.0,3+,High Floor,Relatively New,2800.0,0.0,1.0,1.0,0.0,0.0,1.0,High
1796,house,sector 2,0.7,1.0,1.0,0, Low Floor,Moderately Old,900.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1797,flat,sector 102,1.75,3.0,4.0,3+,High Floor,Relatively New,1737.0,0.0,1.0,0.0,0.0,0.0,1.0,High
1798,house,sector 5,3.75,5.0,5.0,3+,Medium Floor,Relatively New,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1799,house,sector 82,1.4,3.0,3.0,2,Medium Floor,New Property,1700.0,0.0,0.0,0.0,1.0,0.0,0.0,Medium
