property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_score,price_per_sqft,bath_bed_ratio,price_log
flat,sector 36,0.85,3.0,2.0,3,New Property,974.0,0.0,0.0,unfurnished,Low,0.0008726899383983572,0.6666666666666666,0.6151856390902334
flat,sector 81,3.45,4.0,4.0,3+,Moderately Old,2512.0,1.0,0.0,unfurnished,Medium,0.001373407643312102,1.0,1.4929040961781488
flat,sector 72,4.25,4.0,4.0,3+,Relatively New,2923.0,1.0,0.0,semiunfurnished,High,0.001453985631200821,1.0,1.6582280766035322
flat,sector 89,1.2,3.0,3.0,2,New Property,1423.0,0.0,0.0,unfurnished,Low,0.0008432888264230499,1.0,0.7884573603642702
flat,sector 103,0.5,2.0,2.0,2,Relatively New,752.0,0.0,0.0,unfurnished,Low,0.0006648936170212766,1.0,0.4054651081081644
flat,sector 88a,1.45,2.0,2.0,3+,Relatively New,143.0,0.0,0.0,furnished,Medium,0.01013986013986014,1.0,0.8960880245566356
flat,sector 66,2.8,3.0,3.0,2,New Property,1950.0,1.0,0.0,furnished,Medium,0.0014358974358974358,1.0,1.33500106673234
house,sector 109,6.75,4.0,4.0,3+,New Property,6228.0,1.0,0.0,unfurnished,High,0.001083815028901734,1.0,2.0476928433652555
house,sector 7,1.15,5.0,3.0,2,Old Property,1350.0,0.0,0.0,unfurnished,Low,0.0008518518518518518,0.6,0.7654678421395714
flat,sector 95,0.45,2.0,2.0,2,New Property,667.0,0.0,0.0,unfurnished,Low,0.0006746626686656671,1.0,0.37156355643248307
flat,sector 91,1.75,4.0,4.0,3+,Relatively New,2127.0,1.0,0.0,unfurnished,Medium,0.0008227550540667607,1.0,1.0116009116784799
flat,sector 83,1.1,3.0,3.0,3+,Relatively New,1600.0,0.0,0.0,semiunfurnished,High,0.0006875000000000001,1.0,0.7419373447293773
flat,sector 68,1.7,4.0,4.0,3,New Property,1798.0,0.0,0.0,unfurnished,Low,0.0009454949944382648,1.0,0.9932517730102833
flat,sector 108,0.7,2.0,2.0,3,Moderately Old,2009.0,0.0,0.0,semiunfurnished,Low,0.0003484320557491289,1.0,0.5306282510621704
flat,sector 2,1.51,3.0,4.0,3+,Moderately Old,1727.0,1.0,0.0,semiunfurnished,Medium,0.0008743485813549508,1.3333333333333333,0.9202827531436925
flat,sector 86,0.44,2.0,2.0,2,Relatively New,780.0,0.0,0.0,semiunfurnished,Medium,0.0005641025641025641,1.0,0.36464311358790924
flat,sector 102,2.35,3.0,3.0,3,Relatively New,2337.0,1.0,0.0,semiunfurnished,High,0.0010055626872058194,1.0,1.208960345836975
flat,sector 104,1.75,4.0,5.0,3+,New Property,3017.0,1.0,0.0,unfurnished,Medium,0.000580046403712297,1.25,1.0116009116784799
flat,sector 69,1.75,4.0,4.0,1,Relatively New,1772.0,0.0,0.0,unfurnished,Medium,0.0009875846501128669,1.0,1.0116009116784799
flat,sector 92,0.6,2.0,2.0,3,Under Construction,1187.0,0.0,0.0,unfurnished,Low,0.0005054759898904802,1.0,0.4700036292457355
flat,sector 56,1.38,3.0,3.0,3,Moderately Old,1910.0,0.0,0.0,semiunfurnished,High,0.0007225130890052355,1.0,0.8671004876833832
flat,sector 90,0.9,3.0,4.0,3,Relatively New,1754.0,1.0,0.0,unfurnished,High,0.0005131128848346637,1.3333333333333333,0.6418538861723948
flat,sector 79,0.36,2.0,2.0,1,New Property,546.0,0.0,0.0,unfurnished,Medium,0.0006593406593406593,1.0,0.3074846997479606
flat,sector 83,1.4,3.0,3.0,3,Relatively New,1713.0,1.0,0.0,furnished,Medium,0.0008172796263864564,1.0,0.8754687373538999
flat,sector 50,2.35,3.0,3.0,3,Moderately Old,2000.0,0.0,1.0,semiunfurnished,High,0.001175,1.0,1.208960345836975
flat,sector 85,2.15,4.0,5.0,3+,Relatively New,2542.0,1.0,0.0,unfurnished,High,0.0008457907159716758,1.25,1.1474024528375417
flat,sector 108,2.95,3.0,4.0,2,Relatively New,2003.0,0.0,0.0,unfurnished,Low,0.0014727908137793311,1.3333333333333333,1.3737155789130304
flat,sector 3,1.1,2.0,2.0,2,Under Construction,950.0,0.0,0.0,unfurnished,Medium,0.0011578947368421054,1.0,0.7419373447293773
flat,sector 78,1.25,4.0,4.0,3,Relatively New,2300.0,1.0,0.0,unfurnished,Medium,0.0005434782608695652,1.0,0.8109302162163288
flat,sector 78,1.2,1.0,2.0,2,Under Construction,867.0,0.0,0.0,unfurnished,Low,0.001384083044982699,2.0,0.7884573603642702
flat,sector 113,3.35,3.0,4.0,3+,New Property,2200.0,1.0,0.0,unfurnished,High,0.0015227272727272728,1.3333333333333333,1.4701758451005926
flat,sector 70a,1.8,3.0,3.0,3,Relatively New,1925.0,0.0,0.0,unfurnished,High,0.0009350649350649351,1.0,1.0296194171811581
flat,sector 79,0.71,2.0,2.0,0,Under Construction,1295.0,0.0,0.0,unfurnished,Low,0.0005482625482625482,1.0,0.5364933705145685
flat,sector 84,1.48,3.0,3.0,2,New Property,1739.0,1.0,1.0,semiunfurnished,High,0.000851063829787234,1.0,0.9082585601768908
flat,sector 70,1.25,3.0,3.0,3,Under Construction,1678.0,0.0,0.0,unfurnished,Medium,0.0007449344457687723,1.0,0.8109302162163288
flat,sector 67,2.87,3.0,3.0,3+,Relatively New,2258.0,1.0,0.0,semiunfurnished,High,0.001271036315323295,1.0,1.3532545070416904
flat,sector 61,2.2,3.0,3.0,2,Under Construction,2116.0,0.0,0.0,unfurnished,Low,0.0010396975425330814,1.0,1.1631508098056809
flat,sector 109,1.65,3.0,3.0,3,Relatively New,1650.0,0.0,1.0,semiunfurnished,High,0.001,1.0,0.9745596399981308
flat,sector 83,1.4,3.0,3.0,3,Relatively New,1485.0,1.0,1.0,semiunfurnished,High,0.0009427609427609427,1.0,0.8754687373538999
flat,sector 67,3.49,3.0,3.0,3,Relatively New,3183.0,1.0,0.0,unfurnished,High,0.001096449890040842,1.0,1.501852701754163
flat,sector 77,1.4,3.0,3.0,3,Relatively New,1735.0,0.0,0.0,unfurnished,Low,0.0008069164265129683,1.0,0.8754687373538999
flat,sector 113,3.21,3.0,3.0,3,New Property,2267.0,0.0,0.0,unfurnished,Low,0.001415968239964711,1.0,1.43746264769429
house,sector 3,0.9,3.0,4.0,3,Moderately Old,3500.0,0.0,0.0,semiunfurnished,Low,0.00025714285714285715,1.3333333333333333,0.6418538861723948
house,sector 72,8.5,5.0,6.0,3+,Relatively New,6300.0,1.0,1.0,semiunfurnished,High,0.0013492063492063493,1.2,2.251291798606495
flat,sector 83,0.4,1.0,1.0,1,Relatively New,608.0,0.0,0.0,furnished,Medium,0.0006578947368421052,1.0,0.3364722366212129
flat,sector 67,2.95,3.0,3.0,3,Relatively New,2322.0,1.0,0.0,semiunfurnished,High,0.0012704565030146426,1.0,1.3737155789130304
flat,sector 95,1.1,4.0,3.0,3,Relatively New,3300.0,1.0,0.0,unfurnished,Low,0.0003333333333333334,0.75,0.7419373447293773
flat,sector 37,1.0,3.0,3.0,3,Under Construction,1619.0,0.0,0.0,unfurnished,Medium,0.0006176652254478073,1.0,0.6931471805599453
flat,sector 82,1.0,2.0,2.0,2,Relatively New,1291.0,0.0,0.0,semiunfurnished,Medium,0.000774593338497289,1.0,0.6931471805599453
flat,manesar,0.92,3.0,3.0,3+,Moderately Old,2067.0,1.0,0.0,unfurnished,Low,0.0004450895016932753,1.0,0.6523251860396901
flat,sector 95,0.45,2.0,2.0,1,Relatively New,882.0,0.0,0.0,unfurnished,Medium,0.0005102040816326531,1.0,0.37156355643248307
flat,sector 90,1.25,4.0,5.0,2,Relatively New,2316.0,1.0,0.0,unfurnished,High,0.0005397236614853195,1.25,0.8109302162163288
flat,sector 65,2.35,3.0,3.0,3,Relatively New,1484.0,1.0,0.0,semiunfurnished,High,0.0015835579514824798,1.0,1.208960345836975
flat,sector 69,1.4,3.0,3.0,1,Relatively New,1383.0,0.0,0.0,semiunfurnished,High,0.0010122921185827909,1.0,0.8754687373538999
flat,sector 95,0.55,2.0,2.0,3,New Property,990.0,0.0,0.0,unfurnished,Low,0.0005555555555555556,1.0,0.43825493093115525
house,sector 105,0.74,3.0,3.0,0,Old Property,1000.0,0.0,0.0,unfurnished,Low,0.00074,1.0,0.5538851132264376
flat,sector 92,1.0,4.0,3.0,2,Relatively New,2531.0,0.0,0.0,unfurnished,Low,0.0003951007506914263,0.75,0.6931471805599453
flat,sector 90,0.65,2.0,2.0,2,Old Property,1169.0,0.0,0.0,unfurnished,High,0.0005560307955517537,1.0,0.5007752879124893
flat,sector 79,1.3,2.0,2.0,3,New Property,1414.0,0.0,0.0,unfurnished,Low,0.0009193776520509194,1.0,0.832909122935104
flat,sector 110,3.49,4.0,5.0,3,Relatively New,3058.0,1.0,0.0,unfurnished,High,0.0011412688031393068,1.25,1.501852701754163
flat,sector 102,1.05,2.0,2.0,2,Under Construction,1188.0,0.0,0.0,unfurnished,Low,0.0008838383838383839,1.0,0.7178397931503168
flat,sector 28,2.26,3.0,3.0,2,Old Property,1700.0,1.0,0.0,unfurnished,High,0.0013294117647058821,1.0,1.1817271953786161
flat,sector 56,0.5,1.0,1.0,2,Old Property,779.0,0.0,0.0,unfurnished,Low,0.0006418485237483953,1.0,0.4054651081081644
flat,sector 61,2.54,3.0,3.0,3,Under Construction,2129.0,0.0,1.0,unfurnished,Low,0.0011930483795209018,1.0,1.264126727145683
flat,sector 79,2.0,3.0,4.0,3+,Relatively New,1963.0,1.0,0.0,unfurnished,High,0.0010188487009679063,1.3333333333333333,1.0986122886681096
flat,sector 90,0.95,3.0,3.0,3,Relatively New,1947.0,1.0,0.0,unfurnished,Medium,0.00048793014894709806,1.0,0.6678293725756554
flat,sector 79,1.12,2.0,2.0,3,Relatively New,1325.0,0.0,0.0,unfurnished,Low,0.0008452830188679246,1.0,0.7514160886839211
flat,sector 2,1.01,2.0,2.0,3,Moderately Old,1273.0,0.0,0.0,unfurnished,Medium,0.000793401413982718,1.0,0.6981347220709844
flat,sector 104,2.3,3.0,4.0,3+,Moderately Old,2204.0,1.0,0.0,unfurnished,High,0.001043557168784029,1.3333333333333333,1.1939224684724343
flat,sector 50,6.0,4.0,3.0,3,Moderately Old,3958.0,1.0,0.0,unfurnished,Low,0.0015159171298635675,0.75,1.9459101490553132
flat,sector 92,0.92,4.0,5.0,3+,Moderately Old,1895.0,0.0,0.0,semiunfurnished,High,0.00048548812664907655,1.25,0.6523251860396901
flat,sector 113,3.25,4.0,4.0,3+,Under Construction,2983.0,1.0,0.0,unfurnished,High,0.001089507207509219,1.0,1.4469189829363254
flat,sector 90,1.76,4.0,4.0,3+,Relatively New,2020.0,0.0,0.0,semiunfurnished,High,0.0008712871287128713,1.0,1.0152306797290587
flat,sector 69,1.75,4.0,4.0,2,Relatively New,1808.0,0.0,0.0,semiunfurnished,High,0.0009679203539823009,1.0,1.0116009116784799
flat,sector 104,0.4,2.0,2.0,1,Relatively New,512.0,0.0,0.0,unfurnished,Low,0.00078125,1.0,0.3364722366212129
flat,sector 90,0.9,3.0,4.0,3,Relatively New,1754.0,1.0,0.0,unfurnished,High,0.0005131128848346637,1.3333333333333333,0.6418538861723948
flat,sector 102,0.95,2.0,2.0,2,Relatively New,915.0,0.0,0.0,unfurnished,Low,0.0010382513661202186,1.0,0.6678293725756554
flat,sector 70a,1.7,4.0,3.0,3,Relatively New,2466.0,0.0,0.0,semiunfurnished,Low,0.000689375506893755,0.75,0.9932517730102833
house,sector 4,0.47,2.0,2.0,1,New Property,50.0,0.0,0.0,semiunfurnished,Medium,0.009399999999999999,1.0,0.38526240079064494
flat,sector 106,0.95,2.0,2.0,3+,Relatively New,940.0,0.0,0.0,unfurnished,Low,0.0010106382978723404,1.0,0.6678293725756554
flat,sector 69,1.37,3.0,3.0,1,Relatively New,1383.0,0.0,0.0,unfurnished,High,0.0009906001446131599,1.0,0.8628899551470398
flat,sohna road,0.35,2.0,2.0,2,New Property,719.0,0.0,0.0,unfurnished,Medium,0.00048678720445062584,1.0,0.30010459245033805
flat,sector 82a,1.8,3.0,3.0,3+,Relatively New,1661.0,1.0,0.0,furnished,High,0.0010836845273931367,1.0,1.0296194171811581
house,sohna road,1.35,5.0,5.0,3+,Relatively New,1350.0,0.0,0.0,unfurnished,Low,0.001,1.0,0.8544153281560676
flat,sector 50,2.51,3.0,3.0,3,Moderately Old,2093.0,0.0,1.0,semiunfurnished,High,0.001199235547061634,1.0,1.2556160374777743
flat,sector 5,0.22,2.0,2.0,1,Relatively New,570.0,0.0,0.0,furnished,Low,0.00038596491228070175,1.0,0.19885085874516517
flat,sector 74,2.45,3.0,3.0,3+,Relatively New,1800.0,0.0,0.0,unfurnished,High,0.0013611111111111111,1.0,1.2383742310432684
flat,sector 69,1.2,2.0,3.0,0,Relatively New,1100.0,0.0,0.0,unfurnished,Medium,0.001090909090909091,1.5,0.7884573603642702
flat,sector 86,1.25,3.0,2.0,1,New Property,1520.0,0.0,0.0,unfurnished,High,0.0008223684210526315,0.6666666666666666,0.8109302162163288
flat,sector 28,1.91,2.0,2.0,2,New Property,1493.0,0.0,0.0,furnished,High,0.0012793034159410582,1.0,1.068153081183401
flat,sohna road,0.95,2.0,2.0,3+,New Property,1204.0,0.0,0.0,semiunfurnished,Medium,0.0007890365448504983,1.0,0.6678293725756554
flat,sector 89,0.88,2.0,2.0,0,New Property,1103.0,0.0,0.0,unfurnished,Low,0.0007978241160471442,1.0,0.6312717768418579
flat,sector 78,1.1,3.0,3.0,3+,Old Property,2176.0,1.0,0.0,unfurnished,Medium,0.000505514705882353,1.0,0.7419373447293773
house,sector 13,0.9,2.0,4.0,3,Moderately Old,785.0,1.0,0.0,unfurnished,Low,0.0011464968152866243,2.0,0.6418538861723948
flat,sector 69,1.32,3.0,3.0,1,Relatively New,1410.0,0.0,0.0,semiunfurnished,Medium,0.0009361702127659575,1.0,0.8415671856782185
flat,sector 70,1.9,3.0,3.0,3,New Property,1754.0,1.0,1.0,unfurnished,Low,0.0010832383124287342,1.0,1.0647107369924282
flat,sector 59,4.25,3.0,4.0,3,Under Construction,2064.0,0.0,0.0,unfurnished,Low,0.002059108527131783,1.3333333333333333,1.6582280766035322
flat,sohna road,1.2,3.0,3.0,0,Relatively New,1780.0,0.0,0.0,unfurnished,Medium,0.0006741573033707865,1.0,0.7884573603642702
flat,sector 81,2.2,3.0,4.0,3+,Relatively New,1889.0,1.0,0.0,furnished,High,0.0011646373742721016,1.3333333333333333,1.1631508098056809
flat,sector 74,1.55,2.0,2.0,3+,Relatively New,1300.0,0.0,0.0,unfurnished,High,0.0011923076923076924,1.0,0.9360933591703348
flat,sector 89,1.5,3.0,3.0,3,Relatively New,1912.0,1.0,0.0,unfurnished,High,0.0007845188284518828,1.0,0.916290731874155
house,sector 4,0.65,2.0,1.0,1,Moderately Old,500.0,0.0,0.0,unfurnished,Low,0.0013,0.5,0.5007752879124893
flat,sector 88a,1.5,3.0,3.0,3+,New Property,1664.0,0.0,0.0,unfurnished,Low,0.0009014423076923077,1.0,0.916290731874155
flat,sector 33,1.1,2.0,2.0,3,Moderately Old,1100.0,0.0,0.0,semiunfurnished,Low,0.001,1.0,0.7419373447293773
flat,sector 82,1.75,4.0,5.0,3+,Relatively New,2535.0,0.0,0.0,unfurnished,Medium,0.0006903353057199211,1.25,1.0116009116784799
house,sector 28,1.39,2.0,2.0,1,Old Property,1450.0,0.0,1.0,unfurnished,Low,0.0009586206896551724,1.0,0.8712933659434192
flat,sector 28,5.5,4.0,5.0,3+,Moderately Old,3386.0,1.0,0.0,semiunfurnished,Low,0.0016243354991139988,1.25,1.8718021769015913
flat,sector 66,3.2,3.0,3.0,3,Relatively New,2158.0,1.0,1.0,semiunfurnished,High,0.0014828544949026877,1.0,1.4350845252893225
flat,sector 70,1.0,3.0,2.0,2,Moderately Old,1259.0,0.0,0.0,unfurnished,Medium,0.0007942811755361397,0.6666666666666666,0.6931471805599453
flat,sector 81,0.88,2.0,2.0,3,Relatively New,1322.0,0.0,0.0,semiunfurnished,High,0.0006656580937972769,1.0,0.6312717768418579
flat,sector 108,2.9,3.0,4.0,2,Relatively New,2003.0,0.0,0.0,unfurnished,High,0.0014478282576135795,1.3333333333333333,1.3609765531356006
flat,sector 92,0.75,3.0,3.0,3,Relatively New,1415.0,0.0,0.0,semiunfurnished,Low,0.0005300353356890459,1.0,0.5596157879354227
house,sector 13,0.45,1.0,1.0,0,Old Property,936.0,0.0,0.0,unfurnished,Low,0.0004807692307692308,1.0,0.37156355643248307
flat,sector 88a,1.62,3.0,2.0,3+,Relatively New,1455.0,0.0,0.0,furnished,Low,0.0011134020618556702,0.6666666666666666,0.9631743177730054
flat,sector 65,2.01,2.0,2.0,3,New Property,1612.0,0.0,0.0,unfurnished,Low,0.0012468982630272952,1.0,1.1019400787607843
flat,sector 92,0.21,1.0,1.0,1,Relatively New,392.0,0.0,0.0,unfurnished,Medium,0.0005357142857142857,1.0,0.1906203596086497
flat,sector 60,2.05,2.0,3.0,2,Relatively New,1520.0,0.0,1.0,semiunfurnished,High,0.0013486842105263157,1.5,1.11514159061932
flat,sector 56,0.45,1.0,1.0,2,Old Property,540.0,0.0,0.0,unfurnished,Medium,0.0008333333333333334,1.0,0.37156355643248307
flat,sector 37d,0.75,2.0,2.0,3,Moderately Old,1410.0,0.0,0.0,unfurnished,Medium,0.0005319148936170213,1.0,0.5596157879354227
flat,sector 65,6.15,3.0,3.0,3,Moderately Old,3272.0,1.0,0.0,semiunfurnished,Medium,0.0018795843520782397,1.0,1.9671123567059163
flat,sector 89,1.16,3.0,3.0,2,Under Construction,1847.0,0.0,0.0,unfurnished,Medium,0.0006280454791553871,1.0,0.7701082216960736
flat,sector 79,2.03,3.0,4.0,3+,Relatively New,2019.0,1.0,0.0,unfurnished,High,0.0010054482417038136,1.3333333333333333,1.1085626195212777
flat,sector 37,1.43,3.0,3.0,3+,Relatively New,1998.0,1.0,0.0,unfurnished,Low,0.0007157157157157157,1.0,0.887891257352457
flat,sector 90,0.92,3.0,4.0,3,Relatively New,1597.0,1.0,0.0,unfurnished,High,0.0005760801502817783,1.3333333333333333,0.6523251860396901
flat,sector 49,4.52,5.0,5.0,3+,Moderately Old,3702.0,1.0,0.0,unfurnished,Low,0.0012209616423554835,1.0,1.7083778602890038
flat,sector 79,1.3,3.0,3.0,3,Relatively New,1176.0,0.0,1.0,semiunfurnished,High,0.0011054421768707484,1.0,0.832909122935104
flat,sector 63a,1.4,2.0,2.0,2,Under Construction,1603.0,0.0,0.0,unfurnished,Low,0.0008733624454148471,1.0,0.8754687373538999
house,sector 6,1.25,2.0,5.0,1,New Property,120.0,0.0,0.0,unfurnished,Low,0.010416666666666666,2.5,0.8109302162163288
flat,sector 108,3.25,3.0,3.0,3,Relatively New,2072.0,0.0,0.0,unfurnished,High,0.0015685328185328184,1.0,1.4469189829363254
flat,sector 92,0.99,3.0,2.0,3,Under Construction,1091.0,0.0,0.0,unfurnished,Low,0.0009074243813015582,0.6666666666666666,0.688134638736401
flat,sector 79,1.3,2.0,4.0,2,Relatively New,1215.0,0.0,0.0,unfurnished,Medium,0.0010699588477366254,2.0,0.832909122935104
house,sector 17,7.2,4.0,4.0,2,Old Property,4494.0,1.0,1.0,unfurnished,Low,0.001602136181575434,1.0,2.1041341542702074
flat,sector 90,1.65,4.0,4.0,3+,Relatively New,2214.0,0.0,0.0,unfurnished,High,0.0007452574525745257,1.0,0.9745596399981308
flat,sector 37,0.9,3.0,3.0,3,Moderately Old,1537.0,0.0,0.0,semiunfurnished,High,0.0005855562784645413,1.0,0.6418538861723948
flat,sector 108,1.9,2.0,2.0,2,Relatively New,1242.0,0.0,0.0,unfurnished,Medium,0.0015297906602254427,1.0,1.0647107369924282
house,sector 23,5.5,9.0,9.0,3+,Moderately Old,4200.0,1.0,0.0,semiunfurnished,Low,0.0013095238095238095,1.0,1.8718021769015913
flat,sector 90,1.25,3.0,3.0,3,Relatively New,1640.0,0.0,0.0,unfurnished,High,0.0007621951219512195,1.0,0.8109302162163288
house,sector 6,0.75,2.0,4.0,1,Moderately Old,713.0,0.0,0.0,unfurnished,Medium,0.0010518934081346423,2.0,0.5596157879354227
flat,sector 22,3.2,3.0,4.0,3+,New Property,2502.0,0.0,0.0,unfurnished,Low,0.001278976818545164,1.3333333333333333,1.4350845252893225
flat,sector 107,1.8,3.0,4.0,3+,Relatively New,1960.0,1.0,0.0,unfurnished,High,0.0009183673469387756,1.3333333333333333,1.0296194171811581
flat,sector 67a,1.8,3.0,3.0,2,New Property,1661.0,0.0,1.0,semiunfurnished,High,0.0010836845273931367,1.0,1.0296194171811581
flat,sector 107,0.5,2.0,2.0,2,New Property,727.0,0.0,0.0,unfurnished,Low,0.000687757909215956,1.0,0.4054651081081644
flat,sector 82a,3.5,5.0,5.0,3+,Relatively New,3383.0,0.0,0.0,furnished,Low,0.0010345846881466155,1.0,1.504077396776274
house,sector 2,5.0,6.0,4.0,0,Moderately Old,4000.0,0.0,0.0,unfurnished,Low,0.00125,0.6666666666666666,1.791759469228055
flat,sector 85,1.05,2.0,2.0,1,Under Construction,97.0,0.0,0.0,unfurnished,Low,0.010824742268041237,1.0,0.7178397931503168
flat,sector 69,0.91,3.0,2.0,2,Moderately Old,1721.0,0.0,0.0,unfurnished,Low,0.0005287623474723998,0.6666666666666666,0.6471032420585385
house,sector 2,4.0,4.0,4.0,3+,Moderately Old,2400.0,1.0,0.0,unfurnished,Low,0.0016666666666666668,1.0,1.6094379124341003
flat,sector 66,2.85,3.0,3.0,3,Relatively New,1950.0,0.0,0.0,semiunfurnished,Medium,0.0014615384615384616,1.0,1.3480731482996928
flat,sector 81,0.5,2.0,2.0,1,New Property,823.0,0.0,0.0,furnished,High,0.0006075334143377885,1.0,0.4054651081081644
flat,sector 77,2.1,3.0,3.0,3,New Property,1822.0,1.0,0.0,unfurnished,Low,0.0011525795828759605,1.0,1.1314021114911006
house,sector 7,2.0,2.0,2.0,1,Relatively New,1800.0,0.0,0.0,unfurnished,Low,0.0011111111111111111,1.0,1.0986122886681096
flat,sector 65,6.15,3.0,5.0,3+,Relatively New,4990.0,1.0,0.0,furnished,Low,0.0012324649298597196,1.6666666666666667,1.9671123567059163
flat,sector 84,0.92,3.0,3.0,3,Relatively New,1642.0,0.0,0.0,unfurnished,Medium,0.0005602923264311816,1.0,0.6523251860396901
house,sector 28,1.45,3.0,2.0,1,Relatively New,1800.0,0.0,0.0,unfurnished,Low,0.0008055555555555556,0.6666666666666666,0.8960880245566356
flat,sector 2,1.55,3.0,4.0,3+,Moderately Old,1727.0,1.0,0.0,unfurnished,High,0.000897510133178923,1.3333333333333333,0.9360933591703348
flat,sector 103,2.36,4.0,6.0,3+,Relatively New,2961.0,1.0,0.0,semiunfurnished,High,0.0007970280310705842,1.5,1.2119409739751128
flat,sector 104,1.2,2.0,2.0,2,Under Construction,938.0,0.0,0.0,unfurnished,Low,0.0012793176972281449,1.0,0.7884573603642702
flat,sector 92,0.5,2.0,2.0,3,Moderately Old,900.0,0.0,0.0,unfurnished,Low,0.0005555555555555556,1.0,0.4054651081081644
flat,sector 110,3.25,4.0,4.0,3,Relatively New,3058.0,1.0,0.0,unfurnished,High,0.0010627861347285807,1.0,1.4469189829363254
flat,sector 102,1.35,2.0,2.0,2,Under Construction,823.0,0.0,0.0,unfurnished,Low,0.0016403402187120293,1.0,0.8544153281560676
flat,sector 65,2.35,3.0,3.0,2,Relatively New,1650.0,1.0,0.0,unfurnished,High,0.0014242424242424242,1.0,1.208960345836975
flat,sector 37,0.38,2.0,2.0,1,Relatively New,925.0,0.0,0.0,unfurnished,Medium,0.0004108108108108108,1.0,0.3220834991691133
flat,sector 56,2.11,3.0,2.0,3,Relatively New,2250.0,0.0,0.0,semiunfurnished,High,0.0009377777777777777,0.6666666666666666,1.1346227261911426
flat,sector 74,1.48,2.0,2.0,3,Relatively New,1300.0,0.0,1.0,unfurnished,High,0.0011384615384615385,1.0,0.9082585601768908
flat,sector 36,0.41,2.0,2.0,3,New Property,654.0,0.0,0.0,unfurnished,Low,0.0006269113149847094,1.0,0.34358970439007686
flat,sector 85,2.05,4.0,4.0,3+,Relatively New,2500.0,1.0,0.0,semiunfurnished,Low,0.00082,1.0,1.11514159061932
flat,sector 109,2.95,4.0,5.0,3+,Relatively New,2834.0,1.0,0.0,unfurnished,High,0.0010409315455187015,1.25,1.3737155789130304
flat,sohna road,0.53,2.0,2.0,2,Relatively New,1067.0,0.0,0.0,unfurnished,High,0.0004967197750702906,1.0,0.4252677354043441
house,sector 7,2.43,4.0,4.0,2,Old Property,345.0,0.0,1.0,unfurnished,Low,0.007043478260869565,1.0,1.2325602611778486
flat,sector 92,0.95,4.0,5.0,3+,Moderately Old,1706.0,1.0,0.0,unfurnished,Low,0.0005568581477139507,1.25,0.6678293725756554
flat,sector 83,1.19,3.0,3.0,2,Relatively New,2077.0,1.0,0.0,semiunfurnished,Low,0.0005729417428984112,1.0,0.7839015438284094
flat,sector 99,0.59,2.0,2.0,3,Under Construction,1126.0,0.0,0.0,unfurnished,High,0.0005239786856127886,1.0,0.4637340162321401
flat,sector 111,0.6,2.0,2.0,3,New Property,922.0,0.0,0.0,unfurnished,Medium,0.0006507592190889371,1.0,0.4700036292457355
flat,sector 61,1.41,2.0,2.0,2,Under Construction,1150.0,0.0,0.0,unfurnished,Medium,0.0012260869565217391,1.0,0.8796267475025635
